season,date,reported_time,T_SFC,T_SFC_historical,RH_SFC,RH_SFC_historical,WindMagKmh_SFC,WindMagKmh_SFC_historical,DF_SFC,DF_SFC_historical,KBDI,KBDI_historical,soil_moisture,Curing,Curing_historical,grass_density_3km,forest_density_3km,shrub_density_3km,noveg_density_3km,primary_fuel_type,distance_to_interface,elevation_m,ruggedness_average_3km,building_density_3km,building_density_20km,road_density_km_in_3km,road_distance_m,FFDI,FFDI_historical,GFDI,GFDI_historical,uncontrolled_within_2_hrs,uncontrolled_within_4_hrs,uncontrolled_within_5_ha,uncontrolled_within_100_ha
2016-17,,,,11.2,,72.6,,14.08,,5.05,,0.3,0.7117152214050293,,27.0,0.8185644322007959,0.03675645342312009,0.07718600142842567,0.06749311294765835,grass,0,13.0,9.264993994394768,7,93,35.566197040558016,0.2644204593149465,,1.04,,0.0,0.0,0.0,0.0,0.0
2016-17,,,,14.3,,46.5,,9.07,,5.37,,0.7,0.8479947447776794,,29.0,0.8483318028772574,0.09016937047240077,0.0,0.06149882665034183,grass,0,50.0,1.706425,23,727,136.1572209094434,0.14097388931223043,,2.71,,0.01,0.0,0.0,0.0,0.0
2016-17,,,,6.0,,100.0,,2.59,,4.35,,1.6,0.9550132155418396,,31.0,0.9169727578818488,0.05831037649219467,0.0002805836139169473,0.02443628201203954,grass,3,161.0,1.3481,2,315,48.484486351190036,2.3804635339360805,,0.22,,0.0,0.0,0.0,0.0,0.0
2016-17,,,,13.4,,46.0,,19.08,,5.63,,2.1,0.8531443476676941,,35.0,0.6620752984389348,0.29790327517600246,0.022574227119681666,0.01744719926538112,grass,1,207.0,11.67585,1,6,34.95004819986314,1.0498234157580812,,3.53,,0.02,0.0,0.0,0.0,0.0
2016-17,,,,3.5,,80.6,,21.85,,5.47,,1.2,0.8760243654251099,,30.0,0.15738189980614223,0.7140597898173656,0.11185083154780125,0.016707478828690878,forest,1,229.0,40.775425,0,1,28.017089471823954,22.82290795749518,,0.79,,0.01,1.0,0.0,0.0,0.0
2016-17,,,,11.8,,79.2,,25.93,,5.08,,0.2,0.8533807396888733,,47.0,0.3226711560044893,0.45314253647586983,0.0,0.22418630751964091,forest,15,522.0,7.24945,51,945,232.80673108814838,54.08140997732505,,1.13,,0.09,0.0,0.0,0.0,0.0
2016-17,,,,15.8,,62.4,,40.93,,5.42,,0.9,0.8346675038337708,,37.0,0.2323487399244975,0.6772013059891848,0.0,0.09044995408631773,forest,10,580.0,8.62075,5,954,135.34286077896112,18.064646543061986,,3.48,,0.14,0.0,0.0,0.0,0.0
2016-17,,,,8.2,,70.9,,14.45,,6.03,,7.2,0.8184428811073303,,38.0,0.25362207937965514,0.45610141822263034,0.26502397714518927,0.025252525252525304,forest,1,81.0,1.7165,0,327,98.2032767150812,3.8658384350714927,,1.2,,0.01,0.0,0.0,0.0,0.0
2016-17,,,,9.2,,73.2,,14.63,,4.94,,0.0,0.7794424891471863,,28.0,0.8185644322007959,0.16146311600857055,0.0,0.01997245179063356,grass,0,370.0,2.55605,0,116,42.04019116343935,21.947847216549217,,0.95,,0.0,0.0,0.0,0.0,0.0
2016-17,,,,14.8,,54.0,,28.15,,5.16,,0.7,0.7713974118232727,,26.0,0.7163809815324966,0.24204162840526477,0.0,0.041577390062238595,grass,1,418.0,2.7712,3,837,77.591972937152,21.192598692783776,,3.19,,0.01,0.0,0.0,0.0,0.0
2016-17,,,,10.5,,88.6,,12.78,,8.8,,121.0,0.5595296025276184,,78.0,0.474926027956331,0.3474390368329762,0.10399449035812672,0.07364044485256607,grass,4,33.0,1.683,11,348,110.47920999471107,143.73090933354982,,0.99,,0.56,0.0,0.0,0.0,0.0
2016-17,,,,4.5,,100.0,,18.52,,4.5,,0.0,0.7131885290145874,,37.0,0.012014080195898377,0.6436843179267422,0.32996632996632996,0.014335271911029512,forest,6,617.0,16.569825,0,238,38.314223311743625,0.7807537265630274,,0.32,,0.01,0.0,0.0,0.0,0.0
2016-17,,,,14.4,,72.5,,12.59,,5.68,,2.5,0.3265560567378998,,29.0,0.7402816039179676,0.1416692174267932,0.07361493725130089,0.04443424140393831,grass,0,317.0,15.44305,6,274,41.14953857102049,13.516884717392173,,1.27,,0.0,0.0,0.0,0.0,0.0
2016-17,,,,11.8,,75.1,,5.56,,1.45,,0.0,0.9285447001457214,,,0.4599275584124069,0.002448729721456994,0.012014080195898377,0.5256096316702377,noveg,3,9.0,0.7633710716377122,2,300,26.145144210537126,34.89696503914674,,0.23,,,1.0,1.0,0.0,0.0
2016-17,,,,15.6,,54.7,,21.67,,2.27,,0.0,0.8615143299102783,,30.0,0.16579940822365064,0.5190796857463524,0.16424344454647485,0.15087746148352202,forest,17,289.0,19.1753,28,1885,152.93910437374092,82.4292129017501,,1.22,,0.02,0.0,0.0,0.0,0.0
2016-17,,,,14.9,,50.2,,16.67,,5.03,,1.0,0.8469765782356262,,50.0,0.6396541169268442,0.30866748290990714,0.03287929803081318,0.018799102132435526,grass,1,212.0,21.83345,1,1,49.18770246572039,1.0011461776526205,,2.71,,0.04,0.0,0.0,0.0,0.0
2016-17,,,,15.7,,60.3,,20.74,,4.96,,0.4,0.5544174313545227,,40.0,0.7097490052035507,0.05239261299867361,0.007448219569431691,0.23041016222834404,grass,1,27.0,1.61985,122,1758,329.5584388551787,7.437096868842013,,2.14,,0.05,0.0,0.0,0.0,0.0
2016-17,,,,13.5,,72.9,,10.37,,5.25,,0.0,0.9800135493278503,,26.0,0.8382052851749822,0.13455259667380878,0.009412304866850322,0.01782981328435873,grass,1,95.0,1.02665,2,99,25.47635824403573,22.688646562042035,,1.07,,0.0,0.0,0.0,0.0,0.0
2016-17,,,,11.1,,72.7,,31.67,,0.25,,1.9,0.9996001124382019,,84.0,0.0003315988164473013,0.029333741454953575,0.9535251504948474,0.016809509233751685,shrub,14,52.0,2.775925,0,12,36.78749224400269,20.10264156645669,,0.08,,4.66,0.0,0.0,0.0,0.0
2016-17,,,,16.1,,38.1,,1.85,,5.9,,9.6,0.8107383847236633,,25.0,0.049918375675951435,0.6830935618814407,0.25357106417712477,0.013416998265483093,forest,1,252.0,22.155675,0,3,38.067373420095024,5.042905164043213,,3.55,,0.0,1.0,0.0,0.0,0.0
2016-17,,,,8.7,,70.9,,23.34,,3.48,,0.5,0.9690131545066833,,38.0,0.25859606162636467,0.6491684521987552,0.0,0.09223548617488009,forest,12,550.0,8.191325,5,954,128.92376210191125,31.627006061853503,,0.87,,0.06,0.0,0.0,0.0,0.0
2016-17,,,,12.9,,69.3,,34.82,,4.58,,0.3,0.9399268627166748,,38.0,0.11037139067442098,0.8492245689215386,0.0,0.04040404040404033,forest,1,530.0,9.0166,1,943,129.30393327012496,30.320741351955316,,1.83,,0.07,1.0,1.0,0.0,0.0
2016-17,,,,20.0,,41.4,,29.26,,4.98,,1.3,0.8999287486076355,,43.0,0.23441485562697684,0.7007448219569432,0.0,0.06484032241607995,forest,1,327.0,12.15565,48,261,109.29291429433734,80.17255715636276,,5.82,,0.2,0.0,0.0,0.0,0.0
2016-17,,,,20.5,,46.8,,35.74,,5.39,,1.0,0.6500015258789062,,35.0,0.5762422201816141,0.25035710641771247,0.04142434445464749,0.13197632894602596,grass,0,54.0,3.739075,27,1237,107.95228529023233,25.35506210536434,,6.18,,0.13,0.0,0.0,0.0,0.0
2016-17,,,,20.9,,43.2,,23.71,,4.73,,1.7,0.4499056935310364,,30.0,0.014029180695847363,0.727094174063871,0.24474543413937352,0.01413121110090812,forest,12,376.0,27.802675,0,587,60.83819780719808,30.57952114112135,,4.71,,0.08,1.0,0.0,1.0,0.0
2016-17,,,,11.6,,71.1,,14.63,,6.47,,32.7,0.9201708436012268,,75.0,0.7262779308233853,0.0450719314355678,0.1414141414141414,0.08723599632690546,grass,2,66.0,1.656725,6,140,63.19380546948972,11.855185939339563,,1.45,,0.62,0.0,0.0,0.0,0.0
2016-17,,,,9.6,,84.5,,3.15,,0.35,,0.0,0.9142554402351379,,43.0,0.5249974492398735,0.17845117845117844,0.014462809917355372,0.28208856239159275,grass,1,179.0,3.6758,7,1075,126.8979500155884,42.614334014077755,,0.04,,0.0,0.0,0.0,0.0,0.0
2016-17,,,,22.0,,44.0,,17.22,,5.78,,3.3,0.8878068327903748,,65.0,0.555912661973268,0.10674931129476584,0.008034894398530763,0.32930313233343533,grass,5,110.0,8.154075,34,406,157.94033878039707,1.0536942364441737,,4.97,,0.47,0.0,0.0,0.0,0.0
2016-17,,,,16.8,,64.2,,26.3,,3.77,,1.0,0.6221734285354614,,39.0,0.010203040506070809,0.5429803081318233,0.43416488113457813,0.012651770227527781,forest,50,338.0,44.4173,0,20,38.52969596370033,254.97126096521427,,1.69,,0.08,1.0,0.0,0.0,0.0
2016-17,,,,13.5,,59.0,,11.11,,5.43,,5.4,0.7423547506332397,,41.0,0.30325987144168964,0.6505968778696052,0.0,0.04614325068870517,forest,2,132.0,18.7307,0,743,92.91941918654466,125.3800985938545,,1.81,,0.02,0.0,0.0,0.0,0.0
2016-17,,,,11.1,,58.8,,14.26,,4.39,,0.2,0.9602049589157104,,41.0,0.5614988266503418,0.3063207835935109,0.12473217018671565,0.007448219569431674,grass,2,887.0,10.31485,0,1,18.159120022708315,58.312299045316095,,1.46,,0.01,0.0,0.0,0.0,0.0
2016-17,,,,18.1,,48.4,,12.96,,6.19,,13.5,0.7796995043754578,,56.0,0.808795020916233,0.04915314763799612,0.0,0.14205183144577088,grass,8,110.0,0.329425,3,169,44.85505050427204,0.39989306719982004,,3.62,,0.14,0.0,0.0,0.0,0.0
2016-17,,,,12.4,,71.3,,10.74,,5.76,,5.6,0.6675043702125549,,38.0,0.3258340985613713,0.6156004489337823,0.0,0.05856545250484646,forest,0,277.0,15.62895,0,23,118.09908149112323,3.815261497463286,,1.2,,0.01,0.0,0.0,0.0,0.0
2016-17,,,,22.0,,33.0,,36.3,,5.94,,5.4,0.8037428855895996,,31.0,0.8025456586062647,0.0733853688399143,0.0004591368227731864,0.12360983573104782,grass,2,530.0,4.038525,5,210,34.531855874289334,15.7854323015774,,11.7,,0.05,0.0,0.0,0.0,0.0
2016-17,,,,29.6,,16.1,,19.63,,6.19,,16.1,0.91696697473526,,60.0,0.63401693704724,0.057341087644117945,0.0,0.308641975308642,grass,2,108.0,0.1384,11,199,91.68159543121175,1.2021917370719961,,19.05,,0.91,0.0,0.0,0.0,0.0
2016-17,,,,14.9,,32.7,,20.93,,5.5,,4.7,0.6356696486473083,,24.0,0.0016579940822365065,0.7065605550454035,0.2842312008978676,0.0075502499744923846,forest,8,979.0,34.356475,0,1,35.12990334630628,81.74346312299618,,6.0,,0.01,1.0,1.0,0.0,0.0
2016-17,,,,20.2,,35.9,,27.41,,5.2,,1.0,0.7370837330818176,,52.0,0.3052494643403734,0.2876747270686665,0.23387919600040813,0.17319661259055202,grass,1,282.0,15.30445,11,1952,111.76246695972476,7.361184216213598,,7.06,,0.23,0.0,0.0,0.0,0.0
2016-17,,,,11.2,,51.2,,24.82,,6.07,,8.2,0.5272233486175537,,65.0,0.08886848280787675,0.8081828384858688,0.010662177328843996,0.09228650137741046,forest,0,276.0,22.1311,0,28,75.809294875885,4.877433962679288,,3.37,,0.11,1.0,0.0,0.0,0.0
2016-17,,,,8.9,,58.0,,26.11,,5.94,,6.7,0.6396236419677734,,40.0,0.03882256912559943,0.8768493010917253,0.0690490766248342,0.015279053157841033,forest,4,294.0,32.92765,0,5,22.63761698951781,57.107564463019976,,2.48,,0.05,1.0,1.0,0.0,0.0
2016-17,,,,28.0,,23.6,,30.56,,6.18,,17.9,0.8225290775299072,,68.0,0.5192327313539434,0.29606672788490973,0.009208244056728905,0.17549229670441793,grass,0,112.0,0.567125,29,593,151.8793675004417,11.162203331148552,,17.98,,2.13,0.0,0.0,0.0,0.0
2016-17,,,,17.4,,59.2,,25.19,,6.04,,7.4,0.7424570918083191,,31.0,0.8075451484542394,0.05933068054280175,0.002270176512600755,0.1308539944903581,grass,9,533.0,3.8454,5,214,32.41210202668192,5.611222382833507,,3.16,,0.02,0.0,0.0,0.0,0.0
2016-17,,,,13.9,,81.5,,9.45,,6.17,,18.9,0.46161791682243347,,47.0,0.6952351800836649,0.038414447505356594,0.0,0.2663503724109785,grass,0,51.0,1.3347,33,193,81.50844540364129,23.50194520381095,,0.92,,0.03,0.0,0.0,0.0,0.0
2016-17,,,,16.6,,52.2,,13.7,,6.18,,18.1,0.8983978033065796,,69.0,0.5000255076012652,0.23173655749413324,0.04550556065707581,0.22273237424752576,grass,0,96.0,1.17175,69,198,206.22099801921036,2.566865590788859,,3.07,,0.55,0.0,0.0,0.0,0.0
2016-17,,,,19.4,,56.9,,12.59,,6.16,,11.3,0.6499539613723755,,32.0,0.5033925109682685,0.18931741659014387,0.16819712274257728,0.1390929496990103,grass,6,90.0,6.054166432544811,4,179,72.06889376427404,73.55140668583148,,2.78,,0.01,1.0,0.0,0.0,0.0
2016-17,,,,32.4,,19.1,,22.41,,6.41,,23.6,0.7399799227714539,,85.0,0.0,0.0074737271706968676,0.9924242424242424,0.0001020304050607379,shrub,245,56.0,1.251075,0,0,0.0,6524.8386150152055,,20.88,,12.0,1.0,1.0,1.0,0.0
2016-17,,,,29.2,,25.6,,20.93,,6.2,,15.6,0.8001164197921753,,89.0,0.0,0.0,1.0,0.0,shrub,207,98.0,1.146225,0,1,0.0,5130.884791115349,,13.96,,9.69,1.0,1.0,0.0,0.0
2016-17,,,,17.1,,82.3,,14.63,,6.14,,11.4,0.48938116431236267,,42.0,0.24494949494949494,0.46005509641873277,0.014896439138863382,0.2800989694929089,forest,1,37.0,6.914701915295387,7,104,57.459660696195435,0.9927496904443928,,1.12,,0.02,0.0,0.0,0.0,0.0
2016-17,,,,26.3,,53.4,,7.41,,6.32,,22.3,0.5512655377388,,28.0,0.03242016120804,0.427813488419549,0.5201254973982247,0.019640852974186274,shrub,19,110.0,22.321725,1,21,59.56587423190283,253.64278465126955,,3.6,,0.0,1.0,1.0,0.0,0.0
2016-17,,,,18.8,,81.2,,10.93,,6.18,,16.4,0.43163180351257324,,32.0,0.03693500663197633,0.7444903581267218,0.2057953270074482,0.01277930823385362,forest,11,141.0,6.617275,0,25,57.22867124982315,50.96622081995204,,1.14,,0.01,1.0,1.0,0.0,0.0
2016-17,,,,19.4,,53.1,,21.48,,5.8,,17.3,0.7411084771156311,,52.0,0.6017243138455259,0.23910825425976942,0.0,0.15916743189470464,grass,0,151.0,3.698975,81,231,110.37594613159685,19.521033744957816,,3.68,,0.14,0.0,0.0,0.0,0.0
2016-17,,,,16.6,,63.9,,23.89,,6.2,,15.0,0.5565600991249084,,78.0,0.5258392000816243,0.03627180899908173,0.0,0.43788899091929395,grass,10,28.0,1.356725,123,1421,314.491980876163,56.49295547559167,,2.6,,1.23,0.0,0.0,0.0,0.0
2016-17,,,,13.5,,81.0,,17.22,,2.17,,0.0,0.9214345812797546,,38.0,0.33009386797265583,0.6138914396490154,0.0,0.05601469237832879,forest,0,373.0,4.710025,7,765,94.43099206031928,6.4820022192009645,,0.4,,0.01,0.0,0.0,0.0,0.0
2016-17,,,,15.4,,68.8,,15.19,,5.22,,3.0,0.5778995156288147,,34.0,0.43385878991939597,0.46329456177941025,0.04578614427099276,0.05706050403020102,forest,0,195.0,11.0872,37,740,87.66449497357986,19.152575818129144,,1.46,,0.01,0.0,0.0,0.0,0.0
2016-17,,,,28.9,,17.4,,15.56,,7.26,,37.5,0.6507574915885925,,99.0,0.9144475053565962,0.018697071727374757,0.04267421691664116,0.02418120599938784,grass,1,47.0,1.534325,0,24,19.58328894989765,0.39413918827513955,,18.92,,11.04,0.0,0.0,0.0,0.0
2016-17,,,,27.4,,27.7,,8.15,,6.18,,18.0,0.8552160263061523,,57.0,0.895826956433017,0.08116518722579329,0.0,0.023007856341189695,grass,0,155.0,0.97475,1,102,45.27952482037009,2.0154016817170337,,9.05,,0.31,0.0,0.0,0.0,0.0
2016-17,,,,30.0,,25.3,,10.56,,6.18,,18.2,0.8099591135978699,,58.0,0.7976481991633507,0.013876135088256301,0.0,0.18847566574839297,grass,0,113.0,0.132975,2,503,41.62021268537938,16.035561526254554,,11.31,,0.55,0.0,0.0,0.0,0.0
2016-17,,,,15.9,,73.4,,12.96,,4.42,,3.6,0.5841489434242249,,31.0,0.4994643403734313,0.414983164983165,0.04976533006836037,0.03578716457504327,grass,0,190.0,13.50675,7,990,51.4501620392465,20.03182124229507,,1.02,,0.01,0.0,0.0,0.0,0.0
2016-17,,,,29.8,,35.4,,10.56,,6.16,,11.5,0.5390293598175049,,57.0,0.20620344862769105,0.7691051933476176,0.009718396082032446,0.014972961942658911,forest,2,52.0,4.834725,2,61,35.87900067218896,0.5067923229819109,,7.91,,0.06,0.0,0.0,0.0,0.0
2016-17,,,,35.7,,14.8,,33.34,,7.31,,38.3,0.6731230020523071,,91.0,0.9315120906029997,0.010330578512396695,0.03479236812570146,0.02336496275890218,grass,11,74.0,0.716225,0,76,39.3029743511236,326.3826655849042,,39.67,,39.05,1.0,1.0,1.0,1.0
2016-17,,,,36.8,,18.3,,27.97,,6.18,,20.5,0.563032865524292,,79.0,0.9200846852362004,0.019054178145087235,0.06012141618202224,0.0007397204366901694,grass,2,143.0,1.180175,0,12,33.08718836123877,36.36074149188723,,27.31,,13.14,1.0,0.0,1.0,0.0
2016-17,,,,36.3,,14.7,,36.67,,6.15,,20.0,0.7350902557373047,,92.0,0.0001275380063258851,0.0,0.9998724619936741,0.0,shrub,87,104.0,1.125675,1,1,5.4504868147317636,2051.23453927936,,37.18,,44.92,1.0,1.0,1.0,1.0
2016-17,,,,30.5,,39.7,,25.74,,6.14,,10.5,0.4983169734477997,,49.0,0.45773390470360165,0.09101112131415162,0.10669829609223548,0.34455667789001126,grass,0,59.0,2.2661,145,1911,262.518951601516,21.11730487581625,,9.99,,0.37,1.0,0.0,0.0,0.0
2016-17,,,,35.0,,20.2,,27.41,,6.53,,25.4,0.72623211145401,,83.0,0.7899704111825324,0.1606213651668197,0.0,0.04940822365064787,grass,3,99.0,0.932275,0,228,44.64400234981943,8.92466644897923,,25.14,,12.32,0.0,0.0,0.0,0.0
2016-17,,,,35.4,,18.8,,26.48,,6.2,,20.7,0.42959558963775635,,41.0,0.7923936333027242,0.17074788286909498,0.0037496173859810225,0.03310886644219983,grass,6,109.0,6.626125,1,280,49.077536939125906,108.4581963958784,,24.85,,0.25,0.0,0.0,0.0,0.0
2016-17,,,,32.2,,23.9,,26.85,,6.25,,21.4,0.6896974444389343,,92.0,0.9028160391796756,0.011299867360473422,0.0835884093459851,0.002295684113865909,grass,12,86.0,1.607075,0,181,22.614589382268676,525.1461226886044,,19.04,,19.3,0.0,0.0,0.0,0.0
2016-17,,,,18.8,,74.5,,9.07,,6.28,,21.9,0.8955026865005493,,79.0,0.7904550556065708,0.17526272829303133,0.0005866748290990715,0.03369554127129879,grass,0,133.0,2.0843,8,62,89.59452361757445,16.292466086110696,,1.4,,0.68,0.0,0.0,0.0,0.0
2016-17,,,,9.5,,48.4,,38.34,,6.13,,10.1,0.7977460026741028,,35.0,0.18135904499540864,0.722196714620957,0.0,0.0964442403836343,forest,10,478.0,7.183475,45,919,209.0518461759157,47.518367938566655,,4.86,,0.05,0.0,0.0,0.0,0.0
2016-17,,,,15.8,,51.5,,22.22,,4.75,,5.5,0.6924671530723572,,63.0,0.1656208550147944,0.6571013161922253,0.0,0.17727782879298026,forest,0,270.0,5.5746,52,660,166.27578886338418,14.749643984620064,,2.88,,0.79,0.0,0.0,0.0,0.0
2016-17,,,,14.6,,70.8,,21.85,,6.14,,10.3,0.8144412040710449,,56.0,0.9504897459442914,0.03578716457504336,0.0,0.013723089480665272,grass,0,279.0,4.638725,0,30,28.109801680764594,24.02993566221876,,1.82,,0.21,0.0,0.0,0.0,0.0
2016-17,,,,15.2,,68.2,,23.89,,4.8,,0.5,0.530461847782135,,48.0,0.5513723089480665,0.22043669013365982,0.03923069074584226,0.18896031017243137,grass,0,67.0,2.375975,71,1346,108.98657271448523,3.836260778325397,,1.67,,0.13,0.0,0.0,0.0,0.0
2016-17,,,,15.0,,61.1,,14.63,,5.01,,10.4,0.8040335774421692,,60.0,0.6364401591674319,0.02458932761963065,0.0,0.3389705132129374,grass,5,112.0,0.235775,15,602,100.86777730718644,0.39575906331105737,,1.78,,0.51,0.0,0.0,0.0,0.0
2016-17,,,,27.0,,23.7,,13.7,,6.63,,27.0,0.8480905294418335,,77.0,0.683144577083971,0.06654933170084686,0.006785021936537088,0.243521069278645,grass,0,86.0,0.72625,7,141,56.902198404016744,4.238293057852347,,12.51,,1.51,0.0,0.0,0.0,0.0
2016-17,,,,8.9,,94.1,,8.89,,6.16,,20.1,0.7483894228935242,,82.0,0.4331700846852362,0.4057239057239057,0.131415161718192,0.02969084787266607,grass,0,179.0,2.23225,0,82,96.70919019130362,0.4660486193999042,,0.5,,0.44,,,0.0,0.0
2016-17,,,,18.9,,60.9,,20.37,,6.18,,12.5,0.6247959136962891,,67.0,0.9566115702479339,0.007805325987144169,0.0,0.03558310376492197,grass,6,35.0,1.362175,8,1155,46.71047978594731,162.6599075684444,,2.87,,1.14,0.0,0.0,0.0,0.0
2016-17,,,,20.0,,35.3,,13.7,,6.14,,10.2,0.764525830745697,,41.0,0.43556779920416283,0.5170645852464034,0.0,0.047367615549433695,forest,2,380.0,4.15205,1,791,79.75855989582521,86.92270380029716,,6.13,,0.04,0.0,0.0,0.0,0.0
2016-17,,,,30.4,,14.7,,13.7,,7.42,,40.5,0.7169080972671509,,98.0,0.9564330170390777,0.004412815018875625,0.03632282420161208,0.0028313437404346165,grass,3,53.0,1.179975,0,2,20.686625938488643,13.247617276485238,,21.39,,10.87,0.0,0.0,1.0,0.0
2016-17,,,,31.4,,8.7,,21.3,,7.98,,52.1,0.7020815014839172,,91.0,0.4653351698806244,0.0049484746454443425,0.5296908478726661,2.5507601265184476e-05,shrub,1,50.0,1.245375,0,0,23.501883364996075,418.38997387266545,,34.94,,20.32,1.0,0.0,1.0,1.0
2016-17,,,,32.1,,11.4,,16.48,,7.12,,34.9,0.6284514665603638,,90.0,0.951152943577186,0.00030609121518212427,0.044918885827976734,0.0036220793796550924,grass,1,62.0,0.587425,0,25,27.35799268938274,4.063524632400163,,26.01,,12.58,0.0,0.0,0.0,0.0
2016-17,,,,33.2,,10.0,,22.78,,7.13,,35.1,0.6460860967636108,,92.0,0.8916692174267932,0.007295173961840628,0.02594123048668503,0.07509437812468117,grass,1,57.0,1.2573,1,13,25.700439452874033,15.677551573226172,,32.9,,23.94,0.0,0.0,0.0,0.0
2016-17,,,,17.6,,71.4,,13.15,,4.47,,2.9,0.7598649859428406,,39.0,0.5839200081624324,0.08601163146617692,0.010152025303540455,0.3199163350678502,grass,0,19.0,3.815825,0,61,36.68518160069216,8.741157703773919,,1.17,,0.02,0.0,0.0,0.0,0.0
2016-17,,,,20.8,,48.0,,9.26,,4.93,,2.7,0.37559548020362854,,36.0,0.35297418630751964,0.3022650749923477,0.09231200897867564,0.252448729721457,grass,5,140.0,12.71185,4,277,39.69647011422053,41.77341915743227,,2.95,,0.01,1.0,0.0,0.0,0.0
2016-17,,,,32.4,,12.7,,20.0,,6.98,,32.6,0.5147892236709595,,88.0,0.9886491174369962,0.0017345168860320376,0.006759514335271911,0.002856851341699812,grass,40,87.0,0.525275,0,45,17.673469449827387,17.187216140002235,,26.71,,15.24,0.0,0.0,0.0,0.0
2016-17,,,,21.7,,47.1,,18.71,,6.08,,10.9,0.7644789218902588,,68.0,0.623482297724722,0.04247015610651974,0.0,0.3340475461687583,grass,0,118.0,0.234275,15,489,56.756369849600276,5.26613896245052,,4.8,,0.85,0.0,0.0,0.0,0.0
2016-17,,,,27.4,,23.9,,15.56,,5.57,,5.8,0.6057896614074707,,62.0,0.7854810733598613,0.19306703397612487,0.0,0.021451892664013844,grass,6,319.0,9.366325,0,189,57.04255789130802,131.5178534593067,,11.08,,0.47,0.0,0.0,1.0,0.0
2016-17,,,,20.2,,50.3,,5.93,,6.17,,13.4,0.5760399103164673,,54.0,0.9207733904703602,0.07001836547291093,0.0,0.009208244056728848,grass,3,332.0,4.729425,0,18,37.9447692875234,3.8909457268797136,,3.09,,0.05,0.0,0.0,0.0,0.0
2016-17,,,,22.0,,41.0,,11.3,,6.2,,18.6,0.5072287321090698,,53.0,0.5789970411182532,0.41840118355269873,0.0,0.0026017753290480394,grass,1,592.0,14.9763,0,15,24.98339450950076,41.00607571598264,,5.13,,0.06,0.0,0.0,0.0,0.0
2016-17,,,,29.8,,17.0,,20.37,,7.26,,37.5,0.629794716835022,,99.0,0.9793643505764718,0.004489337822671156,0.014666870727476787,0.0014794408733803024,grass,1,58.0,1.781425,0,20,21.06894921134274,0.8528476249319515,,22.07,,16.82,1.0,0.0,0.0,0.0
2016-17,,,,28.2,,13.5,,22.22,,7.52,,42.3,0.8043328523635864,,89.0,0.0028058361391694723,0.016222834404652588,0.9548260381593715,0.026145291296806428,shrub,14,56.0,3.11255,0,0,13.355411470712323,667.489306400527,,25.59,,15.87,1.0,0.0,0.0,0.0
2016-17,,,,10.7,,91.7,,6.67,,6.19,,16.2,0.2804203927516937,,44.0,0.018518518518518517,0.6300887664524029,0.3429496990103051,0.008443016018773564,forest,5,46.0,0.71145,0,208,69.01851217121764,13.152724992935243,,0.55,,0.01,0.0,0.0,0.0,0.0
2016-17,,,,25.9,,27.8,,19.45,,6.19,,14.9,0.4318180978298187,,52.0,0.45497908376696256,0.5248699112335476,0.0018620548923579227,0.01828895010713193,forest,1,216.0,21.239525,0,1,20.85333577617745,220.85917726295642,,11.19,,0.21,0.0,0.0,0.0,0.0
2016-17,,,,13.9,,68.4,,16.3,,5.72,,2.5,0.5132235884666443,,56.0,0.5303285379042955,0.10213243546576879,0.01964085297418631,0.34789817365574943,grass,0,56.0,7.923843128606609,2,342,67.36825081507106,43.20611234745413,,1.58,,0.05,0.0,0.0,0.0,0.0
2016-17,,,,17.5,,64.7,,9.07,,5.23,,4.7,0.6444481015205383,,49.0,0.2821140699928579,0.6611060095908581,0.0078818487909397,0.04889807162534429,forest,4,72.0,11.035125,7,124,47.57412316079682,103.41166214603591,,1.57,,0.03,0.0,0.0,0.0,0.0
2016-17,,,,17.1,,71.8,,12.96,,5.67,,8.9,0.638102650642395,,51.0,0.10664728088970513,0.7500255076012652,0.13016528925619836,0.01316192225283136,forest,42,111.0,7.691175,0,4,32.49520877727832,962.2686483310246,,1.43,,0.04,1.0,1.0,1.0,1.0
2016-17,,,,23.8,,30.0,,10.74,,6.14,,10.4,0.6626614928245544,,47.0,0.8573359861238649,0.12037037037037036,0.0,0.02229364350576478,grass,0,428.0,4.9891,0,259,34.36013613721165,331.6937779915754,,7.78,,0.09,0.0,0.0,0.0,0.0
2016-17,,,,23.6,,39.0,,16.67,,6.13,,10.2,0.1600951850414276,,47.0,0.512396694214876,0.028849097030915212,0.18500663197632894,0.27374757677787986,grass,0,11.0,4.4803354168274305,29,267,132.6316165238899,28.238878032912865,,6.52,,0.26,0.0,0.0,0.0,0.0
2016-17,,,,27.9,,29.9,,10.56,,6.19,,15.5,0.4549127519130707,,52.0,0.7181410060197939,0.2599224568921539,0.0,0.02193653708805221,grass,1,206.0,8.46575,0,70,41.55316488793214,376.27383235840597,,9.04,,0.17,0.0,0.0,0.0,0.0
2016-17,,,,28.7,,33.3,,28.52,,6.21,,20.9,0.7132048606872559,,48.0,0.13462911947760434,0.6756963575145394,0.1712070196918682,0.018467503315988065,forest,18,134.0,0.569725,0,4,23.7079346398774,222.30691710217843,,12.64,,0.46,0.0,0.0,0.0,0.0
